userId,age,gender,scentLover,ecoInterest,MrPropre,Antikal,Ariel,Dash,pods,powder,liquid,electricToothbrush,likesPets,hasPet,daysSinceActivity,nbChildren,magasin,moyenneSurface,superMarket,hyperMarket,drive,hardDiscount,labels
use_9ZzloUyq2cMlAsRbenn1TzdhQ15,0.42857142857142855,1.0,0.3802069143997395,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.08634222919937205,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0
use_1YPIOHQrIlrouWkJxCt1TzdfPjU,0.36363636363636365,1.0,0.3802069143997395,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.0,0.33124018838304553,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1
use_pJDgT1aBqqLGC8IdRoM1TzetxLG,0.11688311688311688,1.0,0.3802069143997395,0.3876767826848068,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.9,1.0,0.16718995290423863,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
use_NsJxiHnJg9vuJAJjVJo1Tzep2Im,0.5324675324675324,1.0,0.3802069143997395,0.6666666666666666,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9,1.0,0.14050235478806908,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1
use_lSUtveLx5yoPI80bC8a1TZPPjtb,0.12987012987012986,0.0,0.3802069143997395,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.007849293563579277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
use_TBY4ozTT8X1n9O2wAdn1Tzdab9t,0.24675324675324675,1.0,0.3333333333333333,0.3876767826848068,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9,1.0,0.07849293563579278,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0
use_lmn9cosMZd8FR9SERBK1Tzeg3cs,0.2077922077922078,1.0,0.6666666666666666,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.076138147566719,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0
use_0AzwtZDLQvJauwr51W51TzdqzLX,0.5194805194805194,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0015698587127158557,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1
use_qCD1d3jid6gWHMtVEFT1TzdsWPI,0.15584415584415584,1.0,0.3802069143997395,0.6666666666666666,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.9,1.0,0.03218210361067504,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0
use_WD2Pq2FR6r1ZErVA3PY1Tze82FB,0.45454545454545453,1.0,0.3802069143997395,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,1.0,0.12872841444270017,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
use_OKRR2EdvSFvxFG3cnym1Tzdk1j1,0.36363636363636365,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.5,0.0,0.06279434850863422,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0
use_rsPHkFh01BGuSKanq6v1TzdZbUc,0.4025974025974026,1.0,0.0,0.3876767826848068,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.9,1.0,0.007849293563579277,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1
use_rAiiqHMeVxUjLdOy2hc1Tzdcziv,0.33766233766233766,1.0,0.3802069143997395,0.3876767826848068,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.3,0.0,0.04631083202511774,0.2734752366743816,0.0,0.0,0.0,0.0,0.0,0.0,0
use_oQWCOUpf54YOSSUw74Z1TzdwvbF,0.4155844155844156,1.0,0.3802069143997395,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9,1.0,0.20486656200941916,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0
use_9nyOnDQZZ1gKXya12Cp1TzdfC0f,0.2857142857142857,1.0,0.3802069143997395,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9,1.0,0.09262166405023547,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0
use_jtI3QPQuYNJHu3uSPUA1TzddNm4,0.6233766233766234,0.0,0.0,0.3876767826848068,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.3,0.0,0.2456828885400314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
use_TWi3LrtpIT3C4bHXtUt1TzeKLV9,0.3116883116883117,1.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.09968602825745683,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0
use_0IEaQciMAkf8Pe4fgim1Tzgpr1y,0.22077922077922077,1.0,0.3333333333333333,0.3876767826848068,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.9,1.0,0.20565149136577707,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1
use_MBNRmEernKgJWopqfZk1TzdcUAv,0.2597402597402597,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,0.152276295133438,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0
use_TGImnXr8Z8aV3tfyiML1Tze1Nk5,0.4155844155844156,1.0,0.3802069143997395,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.0,0.2456828885400314,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1
use_NXsGXQeE0iNAFySBOe31TzdcZPK,0.5064935064935064,1.0,0.3802069143997395,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,0.13736263736263737,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1
use_Ss0BF5iDut8nc4hs1Zg1TzfHHeV,0.5454545454545454,1.0,0.3333333333333333,0.3876767826848068,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9,1.0,0.06200941915227629,0.6,0.0,1.0,0.0,0.0,0.0,0.0,1
use_I40SfjsiVLc2kQ8Hpkv1TzddLiF,0.4025974025974026,1.0,0.3802069143997395,0.6666666666666666,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9,1.0,0.01098901098901099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
use_8V22tXVXzxRWeq3XjCI1TzdkEti,0.16883116883116883,1.0,0.0,0.3876767826848068,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9,1.0,0.03767660910518053,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1
use_vyAhnLGeMFHKsTWlw7v1TzeGcYi,0.4025974025974026,1.0,0.3802069143997395,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9,1.0,0.06436420722135008,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1
use_2JXEEtTiGYis9bpnOYU1TzeW0s8,0.22077922077922077,1.0,0.3802069143997395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.2237048665620094,0.4,1.0,0.0,0.0,0.0,0.0,0.0,1
use_ZQI9pfMAAbRffg00Abn1Tzh7WW1,0.2727272727272727,1.0,0.3802069143997395,0.3876767826848068,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.282574568288854,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1
use_Hg47ShWdYDQG2yVGCQD1TzdgxXn,0.2597402597402597,1.0,0.3802069143997395,0.3876767826848068,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9,1.0,0.015698587127158554,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0
use_45EXZGug86yFa4slMLp1TzdepVZ,0.23376623376623376,1.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9,1.0,0.015698587127158554,0.4,0.0,0.0,1.0,0.0,0.0,0.0,1
use_HCLujy80FISey2GV6Y01TzdYmYI,0.42857142857142855,1.0,1.0,0.6666666666666666,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.5,0.0,0.04552590266875981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
use_ouLGn4jZvmrP959dWK21Tzdi8Mh,0.4155844155844156,1.0,1.0,0.3876767826848068,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.12872841444270017,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0
use_cLo7056mhRCauGBNrDj1TzdcwOE,0.42857142857142855,1.0,1.0,0.3876767826848068,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9,1.0,0.15384615384615385,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0
use_hA1OgG01Ff2W56LcLP61TzdbFAU,0.07792207792207792,1.0,0.3802069143997395,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5,0.0,0.009419152276295133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
use_aJzMDfs6iNT4AtNaZb91Tzdojvz,0.14285714285714285,1.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.9,1.0,0.03139717425431711,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0
use_Wuh0QExpHIwtMH1ZFCs1TzeGdF5,0.14285714285714285,1.0,0.3333333333333333,0.3876767826848068,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9,1.0,0.05180533751962323,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0
use_ecTiZUJnIaRlwfIxirz1TzdsoZs,0.16883116883116883,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.07142857142857142,0.2734752366743816,0.0,0.0,0.0,0.0,0.0,0.0,1
use_qXTmBduzz9p5INkAJ0y1Tzdp3Kg,0.4155844155844156,1.0,0.3802069143997395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.041601255886970175,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0
use_EBElwUqvRLRPmVMeM1l1TzdeTda,0.5324675324675324,1.0,0.3802069143997395,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.02197802197802198,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0
use_IOUf0PeCSa3DlVSodiu1TzdL1dG,0.2077922077922078,1.0,0.3802069143997395,0.3876767826848068,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,1.0,0.009419152276295133,0.4,0.0,0.0,1.0,0.0,0.0,0.0,1
use_pEKilp0f8Xfh9Q2bXfh1TzddiwJ,0.45454545454545453,1.0,0.6666666666666666,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.9,1.0,0.006279434850863423,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0
use_w39InhB4fDb3bRgtzkP1TzdawPu,0.18181818181818182,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9,1.0,0.11145996860282574,0.2734752366743816,0.0,0.0,0.0,0.0,0.0,0.0,0
use_UvlFhpij882Kpd2LYSa1TzdnwIQ,0.12987012987012986,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9,1.0,0.16169544740973313,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1
use_CLdIA1Pa7ArcJhBQXx21TzdLokH,0.2857142857142857,1.0,0.3802069143997395,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9,1.0,0.061224489795918366,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1
use_blTeYGBopRDq2NhZH6D1TzdMcQk,0.33766233766233766,1.0,0.3802069143997395,0.3876767826848068,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,1.0,0.008634222919937205,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0
use_AiB2YehU8FDqY6GToTF1TzdiBh3,0.38961038961038963,1.0,1.0,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.9,1.0,0.09183673469387756,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0
use_QJx1nIeQwFYIq9M6veb1TzdxJz4,0.16883116883116883,1.0,0.0,0.3876767826848068,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,1.0,0.08163265306122448,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0
use_0o2ZnOTtbxP0XjC91DR1Tzdl7B3,0.14285714285714285,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.9,1.0,0.011773940345368918,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0
use_CqEHtcEXtH5CFHPkJyE1Tze2Q2X,0.4935064935064935,1.0,0.6666666666666666,0.3876767826848068,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9,1.0,0.0706436420722135,0.2734752366743816,0.0,0.0,0.0,0.0,0.0,0.0,1
use_wKXV8iZJ1adORTd2D2O1TzeKKSA,0.09090909090909091,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,0.25510204081632654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
use_V5vMYzolknoT6jvqIOJ1TzdxU6j,0.4155844155844156,1.0,1.0,0.3876767826848068,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,1.0,0.12009419152276295,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0
use_LjPuYON2LZBTgrkGP8X1TzelDqI,0.18181818181818182,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9,1.0,0.019623233908948195,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0
use_fnw4iPs36hbw3HWiRGI1Tze0YM4,0.2077922077922078,1.0,0.6666666666666666,0.3876767826848068,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.04552590266875981,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0
use_WejdcUEKYEGA64WysnD1TzdrBss,0.38961038961038963,0.0,0.3802069143997395,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.3,0.0,0.0015698587127158557,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0
use_U13ZSrZRDDsTaYzlW5n1TzdbOhp,0.025974025974025976,1.0,0.0,0.3876767826848068,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.1075353218210361,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1
use_DjXJTWTakUxpFtUEkuV1TzdjUgM,0.2597402597402597,1.0,0.3802069143997395,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9,1.0,0.11381475667189953,0.6,1.0,0.0,0.0,0.0,0.0,0.0,1
use_N499BvTiXMVOSGPvJGc1Tzdd74a,0.3116883116883117,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,1.0,0.152276295133438,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0
use_OUgPo9RlAYgS7Oq6h701TzddTxb,0.22077922077922077,1.0,0.6666666666666666,0.3876767826848068,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9,1.0,0.05416012558869702,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1
use_HhgzEYpkGYx94qaNvSt1TzdsnnL,0.16883116883116883,1.0,0.3802069143997395,0.3876767826848068,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9,1.0,0.2519623233908948,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0
use_OtoOKUREPDEzBApJCEp1Tzemc6j,0.4935064935064935,0.0,0.3802069143997395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,1.0,0.3131868131868132,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0
use_M7nPwqYPNzwUjjPHtnR1Tze8zJz,0.45454545454545453,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9,1.0,0.0007849293563579278,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0
use_eOAi4H5Yc1HQE7kUjhQ1TzeDBms,0.06493506493506493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3,0.0,0.21350078492935637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
use_C13cXGhOMRs4t0Qo2zY1TzdgVEL,0.2077922077922078,0.0,0.3802069143997395,0.3876767826848068,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9,1.0,0.15384615384615385,0.4,0.0,1.0,0.0,0.0,0.0,0.0,1
use_3ywfydniWtI8Ds0rKsW1Tzdyc4v,0.33766233766233766,1.0,0.3802069143997395,0.3876767826848068,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.0,0.05337519623233909,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
use_E6BYPha6VRb9etUkKch1TzdcGKh,0.2727272727272727,1.0,0.3333333333333333,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.015698587127158554,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0
use_p4xm0zmFTD291DtWIvn1TzdMhud,0.42857142857142855,1.0,1.0,0.3876767826848068,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9,1.0,0.25510204081632654,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
use_k94BZCq6Rgf50AZ0AZH1TzdwrGA,0.6883116883116883,1.0,0.3802069143997395,0.6666666666666666,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9,1.0,0.34065934065934067,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0
use_nQviWrGuRI6nA0MUStw1TzdieOy,0.2597402597402597,1.0,0.3802069143997395,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9,1.0,0.040031397174254316,0.6,0.0,0.0,1.0,0.0,0.0,0.0,1
use_gprZD76OyWQR9iAmHCx1TzdxivD,0.14285714285714285,1.0,0.3802069143997395,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9,1.0,0.22135007849293564,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0
use_G8IGmg4vZcVGuvXEHbu1Tzdxg09,0.23376623376623376,1.0,0.3802069143997395,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9,1.0,0.23390894819466249,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1
use_EIrpq9U4DvdIJFhHPrS1Tzderta,0.38961038961038963,1.0,0.3802069143997395,0.3333333333333333,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.9,1.0,0.0015698587127158557,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0
use_wDFqO7eemplPNDuJu1W1Tzdao2m,0.4155844155844156,1.0,0.3802069143997395,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9,1.0,0.1577708006279435,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0
use_TcR8VsS5rG54iJLeSkG1TzdsuON,0.16883116883116883,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,1.0,0.14992150706436422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
use_OVkbvKuu7jkDrtqhabf1TzdkVHM,0.1038961038961039,1.0,0.3802069143997395,0.3876767826848068,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.5,0.0,0.2880690737833595,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0
use_JWj2lSAXgwEmnhvCstY1Tzdmqj8,0.2727272727272727,1.0,0.6666666666666666,0.3876767826848068,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9,1.0,0.02433281004709576,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
use_MOtz3CrVuygleGvZgTq1TzdmvQo,0.4805194805194805,1.0,0.3802069143997395,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,1.0,0.12009419152276295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
use_aEt4YMOJasjwNRFAg6R1TzfeYY4,0.2597402597402597,1.0,0.3802069143997395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9,1.0,0.04081632653061224,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0
use_YWB7zadjbFtFIXeEHUr1TzgGsOp,0.2077922077922078,1.0,0.3802069143997395,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,0.141287284144427,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0
use_D0ckVYEAhXggMk2nmaf1Tzf5j8z,0.16883116883116883,1.0,0.0,0.3876767826848068,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.2205651491365777,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0
use_3Ypq3PjdzvANMKFilEm1Tzf2yZQ,0.2857142857142857,1.0,0.3802069143997395,0.3876767826848068,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.2943485086342229,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
use_wX3fjPwdxBRXgeFjNIj1TzeARpB,0.4155844155844156,1.0,0.3802069143997395,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3,0.0,0.06200941915227629,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1
use_Gnvgihd8DeN89HCAfqj1TzdUrbU,0.22077922077922077,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,1.0,0.0015698587127158557,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0
use_n7CNczyppgaGPCEuzYA1TzeAHxA,0.15584415584415584,1.0,0.0,0.3876767826848068,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.34065934065934067,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0
use_Hm7x3crzdjWdGpX8ZjE1TzeDSZf,0.2077922077922078,1.0,0.3802069143997395,0.3876767826848068,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.9,1.0,0.29591836734693877,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1
use_2VHAyu6WETYkj1farJ81TzgHeQl,0.2727272727272727,1.0,0.6666666666666666,0.3876767826848068,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.3,0.0,0.13814756671899528,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0
use_RnJ21yX9yqntu016paP1Tzdp5ni,0.1038961038961039,1.0,0.3802069143997395,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.08634222919937205,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
use_jjhNVguOvk4uTg6dLtS1TzeZ1y9,0.5454545454545454,1.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,0.025902668759811617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
use_ILEDdJOUtCkIn0xvJGS1Tzdh5ft,0.5194805194805194,1.0,0.0,0.6666666666666666,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.5,0.0,0.13814756671899528,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
